Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
35713-12,1249,Salpingotomy,Salpingotomy,1/7/1998,,2,1,,,
35713-13,1241,Division of ovarian adhesions,Division of ovarian adhesions,1/7/1998,1/7/2000,2,1,,,
35713-14,1299,Excision of lesion of pelvic cavity,Excision of lesion of pelvic cavity,1/7/1998,,2,1,,,
35717-00,1244,"Ovarian cystectomy, bilateral","Ovarian cystectomy, bilateral",1/7/1998,,2,1,,,
35717-01,1243,"Oophorectomy, bilateral","Oophorectomy, bilateral",1/7/1998,,2,2,,,
35717-02,1251,"Partial salpingectomy, bilateral","Partial salpingectomy, bilateral",1/7/1998,,2,2,,,
35717-03,1251,"Salpingectomy, bilateral","Salpingectomy, bilateral",1/7/1998,,2,2,,,
35717-04,1252,"Salpingo-oophorectomy, bilateral","Salpingo-oophorectomy, bilateral",1/7/1998,,2,2,,,
35717-05,1252,Unilateral oophorectomy with bilateral salpingectomy,Unil oophorectomy w bil salpingectomy,1/7/1998,1/7/2008,2,2,,,
35720-00,1299,Debulking of lesion of pelvic cavity,Debulking of lesion of pelvic cavity,1/7/1998,,2,1,,,
35723-00,810,Laparoscopic pelvic or abdominal lymph node sampling for staging of gynaecological malignancy,"Lap pelv/abdo lymph sampling gyn malg",1/7/1998,1/7/2019,2,1,,,
35723-01,810,Pelvic or abdominal lymph node sampling for staging of gynaecological malignancy,"Pelv/abdo lymph node sampling gyn malg",1/7/1998,1/7/2019,2,1,,,
35723-02,810,Laparoscopic para-aortic lymph node sampling for staging of gynaecological malignancy,Lap para-aortic lymph n sampl gyn malg,1/7/1998,1/7/2019,2,1,,,
35723-03,810,Para-aortic lymph node sampling for staging of gynaecological malignancy,Para-aortic lymph n sampling gyn malg,1/7/1998,1/7/2019,2,1,,,
35726-00,1234,Biopsy of pelvic peritoneum,Biopsy of pelvic peritoneum,1/7/1998,1/7/2000,2,1,,,
35726-01,985,Staging laparotomy,Staging laparotomy,1/7/1998,1/7/2019,,,,,
35729-00,1245,Laparoscopic transposition of ovary,Laparoscopic transposition of ovary,1/7/1998,,2,1,,,
35729-01,1245,Transposition of ovary,Transposition of ovary,1/7/1998,,2,1,,,
35750-00,1269,Laparoscopically assisted vaginal hysterectomy,Lap assisted vaginal hysterectomy,1/7/1998,,2,1,,,
35753-00,1269,Laparoscopically assisted vaginal hysterectomy with unilateral salpingo-oophorectomy,Lap asst vag hystrectmy uni salpgophcty,1/7/1998,1/7/2008,2,1,,,
35753-01,1269,Laparoscopically assisted vaginal hysterectomy with bilateral salpingo-oophorectomy,Lap asst vag hystrectmy bil salpgophcty,1/7/1998,1/7/2008,2,1,,,
35753-02,1269,Laparoscopically assisted vaginal hysterectomy with removal of adnexa,"Lap asst vag hystrectmy w R/O adnexa",1/7/2008,1/7/2019,2,1,,,
35756-00,1269,Laparoscopically assisted vaginal hysterectomy proceeding to abdominal hysterectomy,Lap asst vag proceed abdo hysterectomy,1/7/1998,1/7/2013,2,1,,,
35756-01,1269,Laparoscopically assisted vaginal hysterectomy proceeding to abdominal hysterectomy with unilateral salpingo-oophorectomy,Vag to abdo hystrectmy uni salpgophcty,1/7/1998,1/7/2008,2,1,,,
35756-02,1269,Laparoscopically assisted vaginal hysterectomy proceeding to abdominal hysterectomy with bilateral salpingo-oophorectomy,Vag to abdo hystrectmy w bil salpgophcty,1/7/1998,1/7/2008,2,1,,,
35756-03,1269,Laparoscopically assisted vaginal hysterectomy proceeding to abdominal hysterectomy with removal of adnexa,"Vag to abdo hystrectmy w R/O adnexa",1/7/2008,1/7/2013,2,1,,,
35759-00,1299,"Control of postoperative haemorrhage, following gynaecological surgery, not elsewhere classified",Control postop haem foll gyn surg NEC,1/7/2002,,2,1,,,
35759-01,1299,"Control of post abortion haemorrhage, not elsewhere classified",Control of post abortion haemorrhage NEC,1/7/2019,,2,1,,,
36500-00,119,Partial adrenalectomy,Partial adrenalectomy,1/7/1998,,,,,,
36500-01,119,"Total adrenalectomy, unilateral","Total adrenalectomy, unilateral",1/7/1998,,,,,,
36500-02,119,"Total adrenalectomy, bilateral","Total adrenalectomy, bilateral",1/7/1998,,,,,,
36503-00,1058,Kidney transplantation,Kidney transplantation,1/7/1998,,,,,,
36503-01,1058,Autotransplantation of kidney,Autotransplantation of kidney,1/7/1998,,,,,,
36516-00,1049,"Laparoscopic complete nephrectomy, unilateral","Lap complete nephrectomy, unilateral",1/7/1998,,,,,,
36516-01,1049,"Complete nephrectomy, unilateral","Complete nephrectomy, unilateral",1/7/1998,,,,,,
36516-02,1049,"Laparoscopic complete nephrectomy, bilateral","Lap complete nephrectomy, bilateral",1/7/1998,,,,,,
36516-03,1049,"Complete nephrectomy, bilateral","Complete nephrectomy, bilateral",1/7/1998,,,,,,
36516-04,1050,"Laparoscopic complete nephrectomy for transplantation, living donor","Lap nephrectomy trnsplnt, living donor",1/7/1998,,,,,,
36516-05,1050,"Complete nephrectomy for transplantation, living donor",Nephrectomy transplantation living donor,1/7/1998,,,,,,
36516-06,1050,"Complete nephrectomy for transplantation, cadaver",Nephrectomy for transplantation cadaver,1/7/1998,,,,,,
36519-00,1051,Laparoscopic complete nephrectomy for removal of transplanted kidney,"Lap nephrectomy R/O transplanted kidney",1/7/1998,,,,,,
36519-01,1051,Complete nephrectomy for removal of transplanted kidney,"Nephrectomy for R/O transplanted kidney",1/7/1998,,,,,,
36519-02,1052,Laparoscopy complete nephrectomy complicated by previous surgery on same kidney,Lap nephrectomy prev surg same kidney,1/7/1998,,,,,,
36519-03,1052,Complete nephrectomy complicated by previous surgery on same kidney,Nephrectomy prev surg same kidney,1/7/1998,,,,,,
36522-00,1048,Laparoscopic partial nephrectomy,Laparoscopic partial nephrectomy,1/7/1998,,,,,,
36522-01,1048,Partial nephrectomy,Partial nephrectomy,1/7/1998,,,,,,
36522-02,1048,Other closed partial nephrectomy,Other closed partial nephrectomy,1/7/2017,,,,,,
36525-00,1048,Laparoscopic partial nephrectomy complicated by previous surgery on same kidney,Lap prt nephrectomy prev surg kidney,1/7/1998,,,,,,
36525-01,1048,Partial nephrectomy complicated by previous surgery on same kidney,Prt nephrectomy prev surg same kidney,1/7/1998,,,,,,
36525-02,1048,Other closed partial nephrectomy complicated by previous surgery on same kidney,Oth prt nephrectomy complic surg kidny,1/7/2017,,,,,,
36528-00,1053,Laparoscopic radical nephrectomy,Laparoscopic radical nephrectomy,1/7/1998,,,,,,
36528-01,1053,Radical nephrectomy,Radical nephrectomy,1/7/1998,,,,,,
36529-00,1053,Radical nephrectomy complicated by previous surgery on same kidney,Rad nephrectomy complic prev surg kidny,1/7/2002,,,,,,
36531-00,1054,Laparoscopic nephroureterectomy,Laparoscopic nephroureterectomy,1/7/1998,,,,,,
36531-01,1054,Nephroureterectomy,Nephroureterectomy,1/7/1998,,,,,,
36533-00,1054,Nephroureterectomy complicated by previous surgery on same kidney,Nephuretectomy complic prev surg kidny,1/7/2002,,,,,,
36537-00,1045,Exploration of perinephric area,Exploration of perinephric area,1/7/1998,,,,,,
36537-01,1045,Exploration of kidney,Exploration of kidney,1/7/1998,,,,,,
36537-02,1042,Percutaneous drainage of perinephric area,Percutaneous drainage perinephric area,1/7/2017,,,,,,
36540-00,1044,Nephrolithotomy with removal of <= 2 calculi,Nephrolithotomy w removal <= 2 calculi,1/7/1998,,,,,,
36543-00,1044,Nephrolithotomy with removal of >= 3 calculi,Nephrolithotomy w removal >= 3 calculi,1/7/1998,,,,,,
36546-00,1126,Extracorporeal shockwave lithotripsy [ESWL] of urinary tract,ESWL of urinary tract,1/7/1998,,,,,,
36549-00,1072,Ureterolithotomy,Ureterolithotomy,1/7/1998,,,,,,
36549-01,1072,Laparoscopic ureterolithotomy,Laparoscopic ureterolithotomy,1/7/1998,,,,,,
36552-00,1056,Nephrostomy,Nephrostomy,1/7/1998,,,,,,
36552-01,1056,Pyelostomy,Pyelostomy,1/7/1998,,,,,,
36558-00,1055,Laparoscopic excision of renal cyst,Laparoscopic excision of renal cyst,1/7/1998,,,,,,
36558-01,1055,Excision of renal cyst,Excision of renal cyst,1/7/1998,,,,,,
36558-02,1055,Other local excision of renal lesion or tissue,"Other local excision renal lesion/tissue",1/7/2004,,,,,,
36561-00,1047,Closed biopsy of kidney,Closed biopsy of kidney,1/7/1998,,,,,,
36564-00,1057,Laparoscopic pyeloplasty,Laparoscopic pyeloplasty,1/7/1998,,,,,,
36564-01,1057,Pyeloplasty,Pyeloplasty,1/7/1998,,,,,,
36567-00,1056,"Laparoscopic pyeloplasty, on congenitally abnormal kidney or solitary kidney","Lap pyeloplty congen abn/solitary kidney",1/7/1998,1/7/2002,,,,,
36567-01,1056,Pyeloplasty for congenital abnormality of kidney or solitary kidney,"Pyeloplasty congen abn/solitary kidney",1/7/1998,1/7/2002,,,,,
36570-00,1057,Laparoscopic pyeloplasty complicated by previous surgery on renal pelvis of same kidney,"Lap pyeloplty prev surg ren pelv, kidney",1/7/1998,,,,,,
36570-01,1057,Pyeloplasty complicated by previous surgery on renal pelvis of same kidney,"Pyeloplasty prev surg ren pelvis, kidney",1/7/1998,,,,,,
36573-00,1079,Laparoscopic repair of divided ureter,Laparoscopic repair of divided ureter,1/7/1998,,,,,,
36573-01,1079,Repair of divided ureter,Repair of divided ureter,1/7/1998,,,,,,
36576-00,1044,Exposure and exploration of kidney for trauma,Exposure & exploration kidney for trauma,1/7/1998,1/7/2002,,,,,
36579-00,1076,Laparoscopic partial ureterectomy,Laparoscopic partial ureterectomy,1/7/1998,,,,,,
36579-01,1076,Partial ureterectomy,Partial ureterectomy,1/7/1998,,,,,,
36579-02,1076,Laparoscopic complete ureterectomy,Laparoscopic complete ureterectomy,1/7/1998,,,,,,
36579-03,1076,Complete ureterectomy,Complete ureterectomy,1/7/1998,,,,,,
36585-00,1080,"Laparoscopic transplantation of ureter into skin, unilateral",Lap trnsplnt ureter into skin unilateral,1/7/1998,,,,,,
36585-01,1080,"Transplantation of ureter into skin, unilateral","Transplantation ureter into skin, uni",1/7/1998,,,,,,
36585-02,1080,"Laparoscopic transplantation of ureter into skin, bilateral",Lap transplantation ureter into skin bil,1/7/1998,,,,,,
36585-03,1080,"Transplantation of ureter into skin, bilateral",Transplantation of ureter into skin bil,1/7/1998,,,,,,
36588-00,1084,"Laparoscopic reimplantation of ureter into bladder, unilateral","Lap re-impl ureter into bladder, uni",1/7/1998,,,,,,
36588-01,1084,"Reimplantation of ureter into bladder, unilateral",Reimplantation ureter into bladder uni,1/7/1998,,,,,,
36588-02,1084,"Laparoscopic reimplantation of ureter into bladder, bilateral","Lap re-impl ureter into bladder, bil",1/7/1998,,,,,,
36588-03,1084,"Reimplantation of ureter into bladder, bilateral","Reimplantation ureter into bladder, bil",1/7/1998,,,,,,
36588-04,1055,Other local excision of renal lesion or tissue,"Other local excision renal lesion/tissue",1/7/1998,1/7/2004,,,,,
36591-00,1085,"Laparoscopic reimplantation of ureter into bladder with bladder flap, unilateral",Lap re-impl ureter in bladder flap uni,1/7/1998,,,,,,
36591-01,1085,"Reimplantation of ureter into bladder with bladder flap, unilateral","Re-impl ureter into bladder w flap, uni",1/7/1998,,,,,,
36591-02,1085,"Laparoscopic reimplantation of ureter into bladder with bladder flap, bilateral",Lap re-impl ureter in bladder w flap bil,1/7/1998,,,,,,
36591-03,1085,"Reimplantation of ureter into bladder with bladder flap, bilateral","Re-impl ureter into bladder w flap, bil",1/7/1998,,,,,,
36591-04,1085,"Reimplantation of ureter into bladder with psoas hitch, unilateral",Re-impl ureter in blader psoas htch uni,1/7/1998,,,,,,
36591-05,1085,"Reimplantation of ureter into bladder with psoas hitch, bilateral",Re-impl ureter in bladder psoas htch bil,1/7/1998,,,,,,
36594-00,1082,"Laparoscopic transplantation of ureter into intestine, unilateral","Lap trnsplnt ureter into intestine, uni",1/7/1998,,,,,,
36594-01,1082,"Transplantation of ureter into intestine, unilateral",Transplantation ureter into intest uni,1/7/1998,,,,,,
36594-02,1082,"Laparoscopic transplantation of ureter into intestine, bilateral","Lap trnsplnt ureter into intestine, bil",1/7/1998,,,,,,
36594-03,1082,"Transplantation of ureter into intestine, bilateral","Transplantation ureter into intest, bil",1/7/1998,,,,,,
36597-00,1081,Laparoscopic transplantation of ureter into other ureter,Lap trnsplnt of ureter into other ureter,1/7/1998,,,,,,
36597-01,1081,Transplantation of ureter into other ureter,Transplantation ureter into other ureter,1/7/1998,,,,,,
36600-00,1082,"Laparoscopic transplantation of ureter into isolated bowel segment, unilateral","Lap trnsplt ureter into bowel seg, unil",1/7/1998,1/7/2002,,,,,
36600-01,1082,"Transplantation of ureter into isolated bowel segment, unilateral","Trnsplt ureter into isol bowel seg, unil",1/7/1998,1/7/2002,,,,,
36600-02,1129,Formation of incontinent intestinal urinary reservoir,Formation incontinent intest urin resv,1/7/2002,,,,,,
36603-00,1082,"Laparoscopic transplantation of ureter into isolated bowel segment, bilateral",Lap trnsplt ureter into bowel seg bil,1/7/1998,1/7/2002,,,,,
36603-01,1082,"Transplantation of ureter into isolated bowel segment, bilateral","Trnsplt ureter into isol bowel seg, bil",1/7/1998,1/7/2002,,,,,
36604-00,1042,Passage of ureteric stent via percutaneous nephrostomy tube using interventional techniques,Passage ureteric stent v nephrostomy tbe,1/7/1998,,,,,,
36605-00,1042,Insertion of ureteric stent with removal of calculus via nephrostomy tube,"Ins uretc stnt w R/O calc v nphrstmy tbe",1/7/2008,,,,,,
36606-00,1129,Formation of continent intestinal urinary reservoir,Formation continent intest urin resv,1/7/1998,,,,,,
36606-01,1072,Transurethral drainage of intestinal urinary reservoir,Transurethral drain intest urinary resv,1/7/1998,1/7/2002,,,,,
36606-02,1072,Cutaneous drainage of intestinal urinary reservoir,Cutaneous drain intestinal urinary resv,1/7/1998,1/7/2002,,,,,
36606-03,1129,Formation of continent intestinal urinary reservoir with attachment of reservoir to urethra,Frm contint urin resv w atchmt ureth,1/7/2002,,,,,,
36607-00,1042,Insertion of ureteric stent with balloon dilation via nephrostomy tube,Ins uretc stnt balln dilat nphrstmy tbe,1/7/2008,,,,,,
36608-00,1069,Percutaneous replacement of ureteric stent,Percutaneous replacement ureteric stent,1/7/2008,,,,,,
36609-00,1087,Revision of intestinal urinary conduit,Revision of intestinal urinary conduit,1/7/1998,,,,,,
36609-01,1087,Revision of intestinal urinary reservoir,Revision of intestinal urinary reservoir,1/7/1998,,,,,,
36609-02,1087,Laparoscopic revision of ureterostomy,Laparoscopic revision of ureterostomy,1/7/1998,,,,,,
36609-03,1087,Revision of ureterostomy,Revision of ureterostomy,1/7/1998,,,,,,
36612-00,1070,Laparoscopic exploration of ureter,Laparoscopic exploration of ureter,1/7/1998,,,,,,
36612-01,1070,Exploration of ureter,Exploration of ureter,1/7/1998,,,,,,
36615-00,1071,Laparoscopic ureterolysis,Laparoscopic ureterolysis,1/7/1998,,,,,,
36615-01,1071,Ureterolysis,Ureterolysis,1/7/1998,,,,,,
36615-02,1078,Laparoscopic ureterolysis with repositioning of ureter,Lap ureterolysis w repositioning ureter,1/7/1998,,,,,,
36615-03,1078,Ureterolysis with repositioning of ureter,Ureterolysis w repositioning of ureter,1/7/1998,,,,,,
36618-00,1086,Laparoscopic reduction ureteroplasty,Laparoscopic reduction ureteroplasty,1/7/1998,,,,,,
36618-01,1086,Reduction ureteroplasty,Reduction ureteroplasty,1/7/1998,,,,,,
36621-00,1086,Closure of cutaneous ureterostomy,Closure of cutaneous ureterostomy,1/7/1998,,,,,,
36624-00,1056,Percutaneous nephrostomy,Percutaneous nephrostomy,1/7/1998,1/7/2017,,,,,
36624-01,1042,Percutaneous drainage of kidney,Percutaneous drainage of kidney,1/7/2017,,,,,,
36627-00,1043,Percutaneous nephroscopy,Percutaneous nephroscopy,1/7/1998,,,,,,
36627-01,1047,Percutaneous nephroscopy with biopsy,Percutaneous nephroscopy with biopsy,1/7/1998,,,,,,
36627-02,1041,Percutaneous nephroscopy with extraction of renal calculus,Perc nephroscopy w extr renal calculus,1/7/1998,1/7/2017,,,,,
36627-03,1046,Percutaneous nephroscopy with diathermy of kidney,Perc nephroscopy w diathermy of kidney,1/7/1998,1/7/2017,,,,,
36633-00,1043,Percutaneous nephroscopy with incision of renal pelvis,Perc nephroscopy w incision renal pelvis,1/7/1998,,,,,,
36633-01,1043,Percutaneous nephroscopy with incision of renal calyx,Perc nephroscopy w incision renal calyx,1/7/1998,,,,,,
36633-02,1043,Percutaneous nephroscopy with incision of ureter,Perc nephroscopy with incision of ureter,1/7/1998,,,,,,
36639-00,1046,Percutaneous nephroscopy with fragmentation and extraction of <= 2 or less calculi,Perc nephroscopy frag & extr <=2 calc,1/7/1998,1/7/2017,,,,,
36639-01,1041,Percutaneous fragmentation of calculus of kidney,Perc fragmentation of calculus of kidney,1/7/2017,,,,,,
36639-02,1041,Percutaneous fragmentation and extraction of calculus of kidney,Perc frag and extr of calculus of kidney,1/7/2017,,,,,,
36645-00,1046,"Percutaneous nephroscopy with fragmentation or extraction of single calculus >= 3 cm in any dimension, or for >= 3 calculi","Perc nephroscopy frag/extr >=3 calculi",1/7/1998,1/7/2017,,,,,
36649-00,1042,Replacement of nephrostomy drainage tube,Replacement nephrostomy drainage tube,1/7/1998,,,,,,
36650-00,1902,Removal of pyelostomy or nephrostomy tube,Removal pyelostomy or nephrostomy tube,1/7/2008,,,,,,
36652-00,1040,Retrograde pyeloscopy,Retrograde pyeloscopy,1/7/2002,,,,,,
36652-01,1041,Endoscopic manipulation of calculus of kidney,Endoscopic manip of calculus of kidney,1/7/2002,,,,,,
36652-02,1041,Percutaneous manipulation of calculus of kidney,Perc manipulation of calculus of kidney,1/7/2017,,,,,,
36654-00,1047,Retrograde pyeloscopy with biopsy of kidney,Retrogd pyeloscopy w biopsy of kidney,1/7/2002,,,,,,
36654-01,1046,Retrograde pyeloscopy with diathermy to kidney,Retrogd pyeloscopy w diathermy to kidney,1/7/2002,1/7/2017,,,,,
36654-02,1041,Endoscopic extraction of calculus of kidney,Endosc extraction of calculus of kidney,1/7/2002,,,,,,
36656-00,1046,Retrograde pyeloscopy with fragmentation of renal calculus,Retrogd pyeloscopy w frag ren calc,1/7/2002,1/7/2017,,,,,
36656-01,1046,Retrograde pyeloscopy with fragmentation and extraction of renal calculus,Retrogd pyelosc w frag & extr ren calc,1/7/2002,1/7/2017,,,,,
36656-02,1041,Endoscopic fragmentation of calculus of kidney,Endoscopic frag of calculus of kidney,1/7/2017,,,,,,
36656-03,1041,Endoscopic fragmentation and extraction of calculus of kidney,Endosc frag and extr of calc of kidney,1/7/2017,,,,,,
36663-00,67,Insertion of sacral nerve electrodes,Insertion of sacral nerve electrodes,1/7/2013,,,,,,
36664-00,67,Replacement of sacral nerve electrodes,Replacement of sacral nerve electrodes,1/7/2013,,,,,,
36665-00,67,Adjustment of sacral nerve electrodes,Adjustment of sacral nerve electrodes,1/7/2013,,,,,,
36667-00,67,Removal of sacral nerve electrodes,Removal of sacral nerve electrodes,1/7/2013,,,,,,
